,Fecha,Abrir,Máx.,Mín.,Cierre,Cierre ajus.,Volumen,rendimientos
37,2013-03-31,1548.1055000000001,1554.389,1542.3985,1550.8290000000002,1550.8290000000002,3426355500.0,0.0017677683565041635
38,2013-04-30,1569.4195454545452,1577.489090909091,1561.0154545454543,1570.7022727272727,1570.7022727272727,3504454545.4545455,0.0008147346416784038
39,2013-05-31,1637.7618181818182,1646.8354545454545,1631.3504545454546,1639.8427272727274,1639.8427272727274,3474875000.0,0.0009340988523443886
40,2013-06-30,1620.4285,1629.6075,1609.0145,1618.7725,1618.7725,3747339500.0,-0.0007556476498850513
41,2013-07-31,1665.8427272727274,1673.3549999999998,1661.49,1668.6754545454546,1668.6754545454546,3095764545.4545455,0.0021944435398624537
42,2013-08-31,1672.0427272727275,1677.4404545454547,1664.1322727272725,1670.0936363636363,1670.0936363636363,2945582272.7272725,-0.001445375531059956
43,2013-09-30,1685.4240000000002,1692.89,1679.8654999999999,1687.1735,1687.1735,3308720500.0,0.0014657772194001239
44,2013-10-31,1716.9343478260869,1724.9660869565218,1710.1421739130433,1720.0265217391304,1720.0265217391304,3332495652.173913,0.00189695556139488
45,2013-11-30,1781.5215,1788.571,1776.309,1783.541,1783.541,3181409500.0,0.0013831639782102931
46,2013-12-31,1806.4280952380952,1812.5290476190476,1800.5271428571427,1807.7752380952381,1807.7752380952381,3093277142.857143,0.0011090245168811044
47,2014-01-31,1825.6976190476191,1831.115238095238,1814.8719047619047,1822.3566666666666,1822.3566666666666,3612948095.2380953,-0.0017253045965212705
48,2014-02-28,1813.0221052631578,1824.177894736842,1806.4226315789474,1817.0347368421055,1817.0347368421055,3669767894.736842,0.002221756955660445
49,2014-03-31,1863.535238095238,1872.2638095238096,1854.5700000000002,1863.5233333333333,1863.5233333333333,3423096666.6666665,0.000328963829645875
50,2014-04-30,1864.5161904761903,1872.3990476190475,1854.7019047619046,1864.2633333333333,1864.2633333333333,3409324285.714286,0.00029436433468912844
51,2014-05-31,1888.0180952380952,1894.5966666666666,1881.205238095238,1889.767142857143,1889.767142857143,3029696666.6666665,0.0009910570484730635
52,2014-06-30,1945.134761904762,1950.09,1939.4785714285715,1947.0876190476188,1947.0876190476188,3013494285.714286,0.0008989989883231701
53,2014-07-31,1974.6104545454546,1980.0422727272728,1966.5604545454546,1973.1,1973.1,3023849545.4545455,-0.0006906691074289015
54,2014-08-31,1958.675238095238,1966.6909523809525,1953.0885714285714,1961.5319047619046,1961.5319047619046,2768149523.8095236,0.0017601747431894824
