Fecha;SMB;HML
31/1/20;-0.00121904761904761;-0.00254285714285714
29/2/20;0.00091578947368421;-0.00168947368421052
31/3/20;-0.00220454545454545;-0.00649545454545454
30/4/20;0.0015095238095238;0.00031904761904762
31/5/20;0.001555;-0.001415
30/6/20;0.00158181818181818;-0.000099999999999999
31/7/20;-0.000663636363636363;-0.000027272727272727
31/8/20;0.000809523809523806;-0.00078571428571428
30/9/20;0.000619047619047622;-0.00089047619047619
31/10/20;0.00225454545454545;0.0024590909090909
30/11/20;0.00285;0.00172999999999999
31/12/20;0.00244090909090909;-0.000168181818181818
31/1/21;0.00403157894736842;0.00209473684210526
28/2/21;0.00142105263157894;0.00407368421052631
31/3/21;-0.000547826086956521;0.00357391304347826
30/4/21;-0.00113333333333333;0.000071428571428572
