,Date,Open,High,Low,Close,Adj Close,Volume,rendimientosNIKE
0,2010-02-28,16.2055006,16.423499800000002,16.0940004,16.3564998,14.0057098,12364480.0,0.010100327758600251
1,2010-03-31,17.750326217391304,17.903152217391302,17.657391695652173,17.790217086956524,15.286815782608697,10666765.217391305,0.0036381488334727165
2,2010-04-30,18.920714238095236,19.09190480952381,18.79464295238095,18.951309666666667,16.29262419047619,9481333.333333334,0.0015363368811363903
3,2010-05-31,18.465750149999998,18.73475015,18.10724995,18.4627498,15.872604999999998,18527820.0,-0.002380925892547283
4,2010-06-30,17.9470455,18.139318227272728,17.7320455,17.924545499999997,15.461884727272729,13915763.636363637,-0.003139174511368542
5,2010-07-31,17.596904857142857,17.798095333333332,17.417261904761904,17.64452357142857,15.225482333333336,12778514.285714285,0.0041104872734892715
6,2010-08-31,17.962272636363636,18.139318409090908,17.804886272727273,17.978181727272727,15.513396136363637,10076963.636363637,-0.0023042324688871936
7,2010-09-30,19.058690476190478,19.256071476190478,18.923571476190475,19.119166571428572,16.55715623809524,13482838.095238095,0.006441898245649492
8,2010-10-31,20.364642904761904,20.495238047619047,20.22999995238095,20.36357142857143,17.63777485714286,10600609.523809524,0.0007662617481012862
9,2010-11-30,20.838690714285715,21.03333323809524,20.708928523809522,20.90619057142857,18.107759952380952,9042323.80952381,0.0026662444972157377
10,2010-12-31,21.963522863636364,22.098181727272728,21.8036365,21.943863909090908,19.070940863636363,9658309.090909092,-0.00037624867937885524
11,2011-01-31,20.91199985,21.04724985,20.714125250000002,20.87199995,18.1423191,9080180.0,-0.0017512188604005747
12,2011-02-28,21.44763152631579,21.668552684210525,21.338421157894736,21.570263368421053,18.749263789473684,9325284.210526315,0.004021973862119552
13,2011-03-31,20.752391391304347,20.917825869565217,20.472500217391303,20.70782591304348,18.057151217391304,18484400.0,-0.007051968868797259
14,2011-04-30,19.73737505,19.91125015,19.5968747,19.80275015,17.2735298,11155040.0,0.00419179919612753
15,2011-05-31,20.952738095238097,21.12119061904762,20.79428561904762,20.97214304761905,18.293566333333334,9392152.38095238,0.0012164525887004385
16,2011-06-30,20.566931818181818,20.87488613636364,20.391022863636366,20.620909272727275,18.05224218181818,15333581.818181818,0.002883085089947497
17,2011-07-31,22.7843752,23.0227501,22.64512525,22.84149995,19.99963925,12076320.0,9.437408909888876e-05
